,LATITUDE,LONGITUDE,DATE,PEDESTRIAN,CYCLIST,AUTOMOBILE,MOTORCYCLE
0,43.656345,-79.45249,2006/03/11 05:00:00+00,1.0,,1.0,
1,43.656345,-79.45249,2006/03/11 05:00:00+00,1.0,,1.0,
2,43.801943,-79.199786,2006/03/11 05:00:00+00,,,1.0,1.0
3,43.801943,-79.199786,2006/03/11 05:00:00+00,,,1.0,1.0
4,43.734945,-79.25619,2006/03/12 05:00:00+00,1.0,,1.0,
5,43.734945,-79.25619,2006/03/12 05:00:00+00,1.0,,1.0,
6,43.734945,-79.25619,2006/03/12 05:00:00+00,1.0,,1.0,
7,43.649345000000004,-79.42079,2006/03/12 05:00:00+00,1.0,,1.0,
8,43.649345000000004,-79.42079,2006/03/12 05:00:00+00,1.0,,1.0,
9,43.697045,-79.54669,2006/03/15 05:00:00+00,1.0,,1.0,
10,43.697045,-79.54669,2006/03/15 05:00:00+00,1.0,,1.0,
11,43.816245,-79.31449,2006/03/16 05:00:00+00,,,1.0,
12,43.816245,-79.31449,2006/03/16 05:00:00+00,,,1.0,
13,43.816245,-79.31449,2006/03/16 05:00:00+00,,,1.0,
14,43.816245,-79.31449,2006/03/16 05:00:00+00,,,1.0,
15,43.816245,-79.31449,2006/03/16 05:00:00+00,,,1.0,
16,43.816245,-79.31449,2006/03/16 05:00:00+00,,,1.0,
17,43.816245,-79.31449,2006/03/16 05:00:00+00,,,1.0,
18,43.816245,-79.31449,2006/03/16 05:00:00+00,,,1.0,
19,43.816245,-79.31449,2006/03/16 05:00:00+00,,,1.0,
20,43.658145000000005,-79.37239,2006/03/16 05:00:00+00,1.0,,1.0,
21,43.658145000000005,-79.37239,2006/03/16 05:00:00+00,1.0,,1.0,
22,43.663945,-79.45049,2006/03/17 05:00:00+00,1.0,,1.0,
23,43.663945,-79.45049,2006/03/17 05:00:00+00,1.0,,1.0,
24,43.665145,-79.41129000000001,2006/03/17 05:00:00+00,1.0,,1.0,
25,43.665145,-79.41129000000001,2006/03/17 05:00:00+00,1.0,,1.0,
26,43.774945,-79.40429,2006/03/18 05:00:00+00,,,1.0,
27,43.774945,-79.40429,2006/03/18 05:00:00+00,,,1.0,
28,43.774945,-79.40429,2006/03/18 05:00:00+00,,,1.0,
29,43.774945,-79.40429,2006/03/18 05:00:00+00,,,1.0,
30,43.774945,-79.40429,2006/03/18 05:00:00+00,,,1.0,
31,43.774945,-79.40429,2006/03/18 05:00:00+00,,,1.0,
32,43.783345000000004,-79.48669,2006/03/18 05:00:00+00,,,1.0,
33,43.783345000000004,-79.48669,2006/03/18 05:00:00+00,,,1.0,
34,43.674445,-79.45869,2006/03/19 05:00:00+00,,,1.0,
35,43.674445,-79.45869,2006/03/19 05:00:00+00,,,1.0,
36,43.674445,-79.45869,2006/03/19 05:00:00+00,,,1.0,
37,43.819645,-79.32439000000001,2006/03/19 05:00:00+00,,,1.0,
38,43.819645,-79.32439000000001,2006/03/19 05:00:00+00,,,1.0,
39,43.819645,-79.32439000000001,2006/03/19 05:00:00+00,,,1.0,
40,43.819645,-79.32439000000001,2006/03/19 05:00:00+00,,,1.0,
41,43.819645,-79.32439000000001,2006/03/19 05:00:00+00,,,1.0,
42,43.819645,-79.32439000000001,2006/03/19 05:00:00+00,,,1.0,
43,43.783845,-79.23179,2006/03/20 05:00:00+00,1.0,,1.0,
44,43.783845,-79.23179,2006/03/20 05:00:00+00,1.0,,1.0,
45,43.704945,-79.49409,2006/03/20 05:00:00+00,,,1.0,
46,43.704945,-79.49409,2006/03/20 05:00:00+00,,,1.0,
47,43.704945,-79.49409,2006/03/20 05:00:00+00,,,1.0,
48,43.710645,-79.47849000000001,2006/03/22 05:00:00+00,,,1.0,
49,43.710645,-79.47849000000001,2006/03/22 05:00:00+00,,,1.0,
50,43.710645,-79.47849000000001,2006/03/22 05:00:00+00,,,1.0,
51,43.682545000000005,-79.47799,2006/03/25 05:00:00+00,,,1.0,
52,43.682545000000005,-79.47799,2006/03/25 05:00:00+00,,,1.0,
53,43.682545000000005,-79.47799,2006/03/25 05:00:00+00,,,1.0,
54,43.682545000000005,-79.47799,2006/03/25 05:00:00+00,,,1.0,
55,43.682545000000005,-79.47799,2006/03/25 05:00:00+00,,,1.0,
56,43.662845000000004,-79.34979,2006/03/25 05:00:00+00,1.0,,1.0,
57,43.662845000000004,-79.34979,2006/03/25 05:00:00+00,1.0,,1.0,
58,43.677745,-79.45579000000001,2006/03/26 05:00:00+00,,,1.0,
59,43.677745,-79.45579000000001,2006/03/26 05:00:00+00,,,1.0,
60,43.677745,-79.45579000000001,2006/03/26 05:00:00+00,,,1.0,
61,43.663745,-79.41769000000001,2006/03/31 05:00:00+00,1.0,,1.0,
62,43.663745,-79.41769000000001,2006/03/31 05:00:00+00,1.0,,1.0,
63,43.684445000000004,-79.49879,2006/04/01 05:00:00+00,,,1.0,
64,43.684445000000004,-79.49879,2006/04/01 05:00:00+00,,,1.0,
65,43.684445000000004,-79.49879,2006/04/01 05:00:00+00,,,1.0,
66,43.684445000000004,-79.49879,2006/04/01 05:00:00+00,,,1.0,
67,43.684445000000004,-79.49879,2006/04/01 05:00:00+00,,,1.0,
68,43.638745,-79.39129,2006/04/01 05:00:00+00,,,1.0,
69,43.638745,-79.39129,2006/04/01 05:00:00+00,,,1.0,
70,43.638745,-79.39129,2006/04/01 05:00:00+00,,,1.0,
71,43.638745,-79.39129,2006/04/01 05:00:00+00,,,1.0,
72,43.638745,-79.39129,2006/04/01 05:00:00+00,,,1.0,
73,43.638745,-79.39129,2006/04/01 05:00:00+00,,,1.0,
74,43.713045,-79.33579,2006/04/02 05:00:00+00,,,1.0,
75,43.713045,-79.33579,2006/04/02 05:00:00+00,,,1.0,
76,43.656345,-79.45249,2006/04/03 04:00:00+00,1.0,,1.0,
77,43.656345,-79.45249,2006/04/03 04:00:00+00,1.0,,1.0,
78,43.732745,-79.35559,2006/04/04 04:00:00+00,,,1.0,
79,43.732745,-79.35559,2006/04/04 04:00:00+00,,,1.0,
80,43.686545,-79.41319,2006/04/04 04:00:00+00,1.0,,1.0,
81,43.686545,-79.41319,2006/04/04 04:00:00+00,1.0,,1.0,
82,43.658545000000004,-79.38489,2006/04/06 04:00:00+00,,1.0,1.0,
83,43.658545000000004,-79.38489,2006/04/06 04:00:00+00,,1.0,1.0,
84,43.708045,-79.43919,2006/04/06 04:00:00+00,1.0,,1.0,
85,43.708045,-79.43919,2006/04/06 04:00:00+00,1.0,,1.0,
86,43.745745,-79.20959,2006/04/07 04:00:00+00,,,1.0,
87,43.745745,-79.20959,2006/04/07 04:00:00+00,,,1.0,
88,43.745745,-79.20959,2006/04/07 04:00:00+00,,,1.0,
89,43.745745,-79.20959,2006/04/07 04:00:00+00,,,1.0,
90,43.788745,-79.26289,2006/04/08 04:00:00+00,,,,1.0
91,43.788745,-79.26289,2006/04/08 04:00:00+00,,,,1.0
92,43.651845,-79.36989,2006/04/10 04:00:00+00,,,1.0,1.0
93,43.651845,-79.36989,2006/04/10 04:00:00+00,,,1.0,1.0
94,43.674445,-79.56319,2006/04/11 04:00:00+00,,,1.0,
95,43.674445,-79.56319,2006/04/11 04:00:00+00,,,1.0,
96,43.769845000000004,-79.28249,2006/04/11 04:00:00+00,,,1.0,1.0
97,43.769845000000004,-79.28249,2006/04/11 04:00:00+00,,,1.0,1.0
98,43.653945,-79.36669,2006/04/11 04:00:00+00,,,1.0,
99,43.653945,-79.36669,2006/04/11 04:00:00+00,,,1.0,
100,43.744145,-79.40669,2006/05/06 04:00:00+00,,,1.0,
101,43.646145000000004,-79.39179,2006/08/07 04:00:00+00,1.0,,1.0,
102,43.744145,-79.40669,2006/05/06 04:00:00+00,,,1.0,
103,43.744145,-79.40669,2006/05/06 04:00:00+00,,,1.0,
104,43.789445,-79.25969,2006/05/06 04:00:00+00,1.0,,1.0,
105,43.789445,-79.25969,2006/05/06 04:00:00+00,1.0,,1.0,
106,43.667545000000004,-79.52759,2006/05/07 04:00:00+00,,,1.0,
107,43.667545000000004,-79.52759,2006/05/07 04:00:00+00,,,1.0,
108,43.665345,-79.41649,2006/05/08 04:00:00+00,1.0,,1.0,
109,43.665345,-79.41649,2006/05/08 04:00:00+00,1.0,,1.0,
110,43.709145,-79.38619,2006/05/08 04:00:00+00,,,1.0,
111,43.709145,-79.38619,2006/05/08 04:00:00+00,,,1.0,
112,43.709145,-79.38619,2006/05/08 04:00:00+00,,,1.0,
113,43.626545,-79.50149,2006/05/09 04:00:00+00,,,1.0,
114,43.626545,-79.50149,2006/05/09 04:00:00+00,,,1.0,
115,43.626545,-79.50149,2006/05/09 04:00:00+00,,,1.0,
116,43.626545,-79.50149,2006/05/09 04:00:00+00,,,1.0,
117,43.648345,-79.48569,2006/05/09 04:00:00+00,,,1.0,1.0
118,43.648345,-79.48569,2006/05/09 04:00:00+00,,,1.0,1.0
119,43.835745,-79.18299,2006/05/11 04:00:00+00,,,1.0,
120,43.835745,-79.18299,2006/05/11 04:00:00+00,,,1.0,
121,43.835745,-79.18299,2006/05/11 04:00:00+00,,,1.0,
122,43.689145,-79.39459000000001,2006/05/11 04:00:00+00,,,1.0,1.0
123,43.689145,-79.39459000000001,2006/05/11 04:00:00+00,,,1.0,1.0
124,43.684945,-79.42159000000001,2006/05/11 04:00:00+00,1.0,,1.0,
125,43.684945,-79.42159000000001,2006/05/11 04:00:00+00,1.0,,1.0,
126,43.717445,-79.52399,2006/05/11 04:00:00+00,1.0,,1.0,
127,43.717445,-79.52399,2006/05/11 04:00:00+00,1.0,,1.0,
128,43.670545000000004,-79.38979,2006/05/13 04:00:00+00,1.0,,1.0,
129,43.670545000000004,-79.38979,2006/05/13 04:00:00+00,1.0,,1.0,
130,43.656145,-79.39049,2006/05/13 04:00:00+00,1.0,,1.0,
131,43.656145,-79.39049,2006/05/13 04:00:00+00,1.0,,1.0,
132,43.761045,-79.49999,2006/05/14 04:00:00+00,1.0,,1.0,
133,43.761045,-79.49999,2006/05/14 04:00:00+00,1.0,,1.0,
134,43.761045,-79.49999,2006/05/14 04:00:00+00,1.0,,1.0,
135,43.761045,-79.49999,2006/05/14 04:00:00+00,1.0,,1.0,
136,43.761045,-79.49999,2006/05/14 04:00:00+00,1.0,,1.0,
137,43.772845000000004,-79.44819,2006/05/17 04:00:00+00,1.0,,1.0,
138,43.772845000000004,-79.44819,2006/05/17 04:00:00+00,1.0,,1.0,
139,43.768745,-79.35689,2006/05/17 04:00:00+00,,1.0,1.0,
140,43.768745,-79.35689,2006/05/17 04:00:00+00,,1.0,1.0,
141,43.750745,-79.49259,2006/05/17 04:00:00+00,1.0,,1.0,
142,43.750745,-79.49259,2006/05/17 04:00:00+00,1.0,,1.0,
143,43.673945,-79.45729,2006/05/19 04:00:00+00,,,1.0,
144,43.673945,-79.45729,2006/05/19 04:00:00+00,,,1.0,
145,43.673945,-79.45729,2006/05/19 04:00:00+00,,,1.0,
146,43.673945,-79.45729,2006/05/19 04:00:00+00,,,1.0,
147,43.681945,-79.31129,2006/05/20 04:00:00+00,1.0,,1.0,
148,43.681945,-79.31129,2006/05/20 04:00:00+00,1.0,,1.0,
149,43.681945,-79.31129,2006/05/20 04:00:00+00,1.0,,1.0,
150,43.681945,-79.31129,2006/05/20 04:00:00+00,1.0,,1.0,
151,43.681945,-79.31129,2006/05/20 04:00:00+00,1.0,,1.0,
152,43.713345000000004,-79.55969,2006/05/21 04:00:00+00,,,1.0,
153,43.713345000000004,-79.55969,2006/05/21 04:00:00+00,,,1.0,
154,43.713345000000004,-79.55969,2006/05/21 04:00:00+00,,,1.0,
155,43.713345000000004,-79.55969,2006/05/21 04:00:00+00,,,1.0,
156,43.712345,-79.42809,2006/05/23 04:00:00+00,1.0,,1.0,
157,43.712345,-79.42809,2006/05/23 04:00:00+00,1.0,,1.0,
158,43.672145,-79.59329,2006/05/24 04:00:00+00,,,1.0,
159,43.672145,-79.59329,2006/05/24 04:00:00+00,,,1.0,
160,43.661345000000004,-79.38179000000001,2006/05/24 04:00:00+00,,1.0,1.0,
161,43.661345000000004,-79.38179000000001,2006/05/24 04:00:00+00,,1.0,1.0,
162,43.661345000000004,-79.38179000000001,2006/05/24 04:00:00+00,,1.0,1.0,
163,43.686245,-79.39329000000001,2006/05/25 04:00:00+00,1.0,1.0,,
164,43.686245,-79.39329000000001,2006/05/25 04:00:00+00,1.0,1.0,,
165,43.676745000000004,-79.41579,2006/05/26 04:00:00+00,,1.0,,
166,43.763345,-79.52119,2006/05/27 04:00:00+00,,,1.0,
167,43.763345,-79.52119,2006/05/27 04:00:00+00,,,1.0,
168,43.763345,-79.52119,2006/05/27 04:00:00+00,,,1.0,
169,43.763345,-79.52119,2006/05/27 04:00:00+00,,,1.0,
170,43.763345,-79.52119,2006/05/27 04:00:00+00,,,1.0,
171,43.749445,-79.27489,2006/05/28 04:00:00+00,,,1.0,
172,43.749445,-79.27489,2006/05/28 04:00:00+00,,,1.0,
173,43.749445,-79.27489,2006/05/28 04:00:00+00,,,1.0,
174,43.749445,-79.27489,2006/05/28 04:00:00+00,,,1.0,
175,43.749445,-79.27489,2006/05/28 04:00:00+00,,,1.0,
176,43.682345,-79.52659,2006/05/28 04:00:00+00,,,1.0,
177,43.682345,-79.52659,2006/05/28 04:00:00+00,,,1.0,
178,43.682345,-79.52659,2006/05/28 04:00:00+00,,,1.0,
179,43.682345,-79.52659,2006/05/28 04:00:00+00,,,1.0,
180,43.682345,-79.52659,2006/05/28 04:00:00+00,,,1.0,
181,43.682345,-79.52659,2006/05/28 04:00:00+00,,,1.0,
182,43.752445,-79.40809,2006/05/29 04:00:00+00,,,1.0,
183,43.752445,-79.40809,2006/05/29 04:00:00+00,,,1.0,
184,43.752445,-79.40809,2006/05/29 04:00:00+00,,,1.0,
185,43.752445,-79.40809,2006/05/29 04:00:00+00,,,1.0,
186,43.752445,-79.40809,2006/05/29 04:00:00+00,,,1.0,
187,43.671645,-79.36609,2006/05/30 04:00:00+00,,,,1.0
188,43.738845,-79.23839,2006/06/01 04:00:00+00,,,1.0,
189,43.738845,-79.23839,2006/06/01 04:00:00+00,,,1.0,
190,43.738845,-79.23839,2006/06/01 04:00:00+00,,,1.0,
191,43.738845,-79.23839,2006/06/01 04:00:00+00,,,1.0,
192,43.738845,-79.23839,2006/06/01 04:00:00+00,,,1.0,
193,43.669945,-79.31119,2006/06/02 04:00:00+00,1.0,,1.0,
194,43.669945,-79.31119,2006/06/02 04:00:00+00,1.0,,1.0,
195,43.680245,-79.43249,2006/06/03 04:00:00+00,1.0,,1.0,
196,43.680245,-79.43249,2006/06/03 04:00:00+00,1.0,,1.0,
197,43.680245,-79.43249,2006/06/03 04:00:00+00,1.0,,1.0,
198,43.804745000000004,-79.27669,2006/06/04 04:00:00+00,,,1.0,
199,43.705545,-79.43839,2006/06/05 04:00:00+00,,,1.0,
200,43.705545,-79.43839,2006/06/05 04:00:00+00,,,1.0,
201,43.667245,-79.54469,2006/06/25 04:00:00+00,,,1.0,
202,43.646145000000004,-79.39179,2006/08/07 04:00:00+00,1.0,,1.0,
203,43.744045,-79.28349,2006/06/28 04:00:00+00,,1.0,1.0,
204,43.744045,-79.28349,2006/06/28 04:00:00+00,,1.0,1.0,
205,43.721145,-79.57119,2006/08/08 04:00:00+00,1.0,,1.0,
206,43.744045,-79.28349,2006/06/28 04:00:00+00,,1.0,1.0,
207,43.721145,-79.57119,2006/08/08 04:00:00+00,1.0,,1.0,
208,43.699595,-79.318797,2006/01/01 05:00:00+00,,,1.0,
209,43.648545,-79.38089000000001,2006/06/28 04:00:00+00,1.0,,,
210,43.795445,-79.41939,2006/08/08 04:00:00+00,1.0,,1.0,
211,43.699595,-79.318797,2006/01/01 05:00:00+00,,,1.0,
212,43.648545,-79.38089000000001,2006/06/28 04:00:00+00,1.0,,,
213,43.648545,-79.38089000000001,2006/06/28 04:00:00+00,1.0,,,
214,43.691345,-79.46969,2006/06/28 04:00:00+00,,,1.0,
215,43.691345,-79.46969,2006/06/28 04:00:00+00,,,1.0,
216,43.691345,-79.46969,2006/06/28 04:00:00+00,,,1.0,
217,43.691345,-79.46969,2006/06/28 04:00:00+00,,,1.0,
218,43.691345,-79.46969,2006/06/28 04:00:00+00,,,1.0,
219,43.683745,-79.48249,2006/06/29 04:00:00+00,,1.0,1.0,
220,43.683745,-79.48249,2006/06/29 04:00:00+00,,1.0,1.0,
221,43.683745,-79.48249,2006/06/29 04:00:00+00,,1.0,1.0,
222,43.744545,-79.29829000000001,2006/06/30 04:00:00+00,,,1.0,
223,43.744545,-79.29829000000001,2006/06/30 04:00:00+00,,,1.0,
224,43.744545,-79.29829000000001,2006/06/30 04:00:00+00,,,1.0,
225,43.744545,-79.29829000000001,2006/06/30 04:00:00+00,,,1.0,
226,43.744545,-79.29829000000001,2006/06/30 04:00:00+00,,,1.0,
227,43.758145,-79.31389,2006/06/30 04:00:00+00,,,1.0,
228,43.758145,-79.31389,2006/06/30 04:00:00+00,,,1.0,
229,43.758145,-79.31389,2006/06/30 04:00:00+00,,,1.0,
230,43.765245,-79.42519,2006/06/30 04:00:00+00,1.0,,1.0,
231,43.765245,-79.42519,2006/06/30 04:00:00+00,1.0,,1.0,
232,43.765245,-79.42519,2006/06/30 04:00:00+00,1.0,,1.0,
233,43.787345,-79.35299,2006/07/04 04:00:00+00,,,1.0,
234,43.787345,-79.35299,2006/07/04 04:00:00+00,,,1.0,
235,43.787345,-79.35299,2006/07/04 04:00:00+00,,,1.0,
236,43.787345,-79.35299,2006/07/04 04:00:00+00,,,1.0,
237,43.602045000000004,-79.49909,2006/07/04 04:00:00+00,1.0,,1.0,
238,43.602045000000004,-79.49909,2006/07/04 04:00:00+00,1.0,,1.0,
239,43.765445,-79.19949,2006/07/04 04:00:00+00,,,1.0,
240,43.765445,-79.19949,2006/07/04 04:00:00+00,,,1.0,
241,43.765445,-79.19949,2006/07/04 04:00:00+00,,,1.0,
242,43.764545,-79.31819,2006/07/05 04:00:00+00,,,1.0,1.0
243,43.764545,-79.31819,2006/07/05 04:00:00+00,,,1.0,1.0
244,43.764545,-79.31819,2006/07/05 04:00:00+00,,,1.0,1.0
245,43.640945,-79.38069,2006/07/07 04:00:00+00,,,1.0,
246,43.640945,-79.38069,2006/07/07 04:00:00+00,,,1.0,
247,43.640945,-79.38069,2006/07/07 04:00:00+00,,,1.0,
248,43.640945,-79.38069,2006/07/07 04:00:00+00,,,1.0,
249,43.687645,-79.39389,2006/07/07 04:00:00+00,1.0,,,
250,43.687645,-79.39389,2006/07/07 04:00:00+00,1.0,,,
251,43.687645,-79.39389,2006/07/07 04:00:00+00,1.0,,,
252,43.639445,-79.38679,2006/07/08 04:00:00+00,,,1.0,
253,43.639445,-79.38679,2006/07/08 04:00:00+00,,,1.0,
254,43.639445,-79.38679,2006/07/08 04:00:00+00,,,1.0,
255,43.639445,-79.38679,2006/07/08 04:00:00+00,,,1.0,
256,43.639445,-79.38679,2006/07/08 04:00:00+00,,,1.0,
257,43.639445,-79.38679,2006/07/08 04:00:00+00,,,1.0,
258,43.636445,-79.39959,2006/07/09 04:00:00+00,,,1.0,
259,43.636445,-79.39959,2006/07/09 04:00:00+00,,,1.0,
260,43.636445,-79.39959,2006/07/09 04:00:00+00,,,1.0,
261,43.636445,-79.39959,2006/07/09 04:00:00+00,,,1.0,
262,43.636445,-79.39959,2006/07/09 04:00:00+00,,,1.0,
263,43.605445,-79.49109,2006/07/10 04:00:00+00,,,1.0,
264,43.605445,-79.49109,2006/07/10 04:00:00+00,,,1.0,
265,43.605445,-79.49109,2006/07/10 04:00:00+00,,,1.0,
266,43.605445,-79.49109,2006/07/10 04:00:00+00,,,1.0,
267,43.744245,-79.59539000000001,2006/07/10 04:00:00+00,,,1.0,
268,43.744245,-79.59539000000001,2006/07/10 04:00:00+00,,,1.0,
269,43.744245,-79.59539000000001,2006/07/10 04:00:00+00,,,1.0,
270,43.744245,-79.59539000000001,2006/07/10 04:00:00+00,,,1.0,
271,43.744245,-79.59539000000001,2006/07/10 04:00:00+00,,,1.0,
272,43.673845,-79.28189,2006/07/10 04:00:00+00,1.0,,1.0,
273,43.673845,-79.28189,2006/07/10 04:00:00+00,1.0,,1.0,
274,43.807445,-79.17039,2006/07/11 04:00:00+00,1.0,,,
275,43.807445,-79.17039,2006/07/11 04:00:00+00,1.0,,,
276,43.686245,-79.43189,2006/07/11 04:00:00+00,,1.0,1.0,
277,43.686245,-79.43189,2006/07/11 04:00:00+00,,1.0,1.0,
278,43.643045,-79.57379,2006/07/12 04:00:00+00,,,,1.0
279,43.643045,-79.57379,2006/07/12 04:00:00+00,,,,1.0
280,43.758945000000004,-79.25709,2006/07/12 04:00:00+00,1.0,,1.0,
281,43.758945000000004,-79.25709,2006/07/12 04:00:00+00,1.0,,1.0,
